Time         Formed       Total        0.1kpc       0.2kpc       0.3kpc       0.4kpc       0.5kpc       0.6kpc       0.7kpc       0.8kpc       0.9kpc       1.0kpc       1.1kpc       1.2kpc       1.3kpc       1.4kpc       1.5kpc       1.6kpc       1.7kpc       1.8kpc       1.9kpc       2.0kpc       2.1kpc       2.2kpc       2.3kpc       2.4kpc       2.5kpc       2.6kpc       2.7kpc       2.8kpc       2.9kpc       3.0kpc       3.1kpc       3.2kpc       3.3kpc       3.4kpc       3.5kpc       3.6kpc       3.7kpc       3.8kpc       3.9kpc       4.0kpc       4.1kpc       4.2kpc       4.3kpc       4.4kpc       4.5kpc       4.6kpc       4.7kpc       4.8kpc       4.9kpc       5.0kpc       5.2kpc       5.4kpc       5.6kpc       5.8kpc       6.0kpc       6.2kpc       6.4kpc       6.6kpc       6.8kpc       7.0kpc       7.2kpc       7.4kpc       7.6kpc       7.8kpc       8.0kpc       8.4kpc       8.8kpc       9.2kpc       9.6kpc       10.0kpc      10.4kpc      10.8kpc      11.2kpc      11.6kpc      12.0kpc      12.4kpc      12.8kpc      13.2kpc      13.6kpc      14.0kpc      14.4kpc      14.8kpc      15.2kpc      15.6kpc      16.0kpc      16.4kpc      16.8kpc      17.2kpc      17.6kpc      18.0kpc      18.4kpc      18.8kpc      19.2kpc      19.6kpc      20.0kpc      20.4kpc      20.8kpc      21.2kpc      21.6kpc      22.0kpc      22.4kpc      22.8kpc      23.2kpc      23.6kpc      24.0kpc      24.4kpc      24.8kpc      25.2kpc      25.6kpc      26.0kpc      26.4kpc      26.8kpc      27.2kpc      27.6kpc      28.0kpc      28.4kpc      28.8kpc      29.2kpc      29.6kpc      30.0kpc      30.8kpc      31.6kpc      32.4kpc      33.2kpc      34.0kpc      34.8kpc      35.6kpc      36.4kpc      37.2kpc      38.0kpc      38.8kpc      39.6kpc      40.4kpc      41.2kpc      42.0kpc      42.8kpc      43.6kpc      44.4kpc      45.2kpc      46.0kpc      46.8kpc      47.6kpc      48.4kpc      49.2kpc      51.6kpc      54.0kpc      56.4kpc      58.8kpc      61.2kpc      63.6kpc      66.0kpc      68.4kpc      70.8kpc      73.2kpc      75.6kpc      78.0kpc      80.4kpc      82.8kpc      85.2kpc      87.6kpc      90.0kpc    
          0            0  2.80798e+11  6.20191e+07  2.08064e+08  4.90151e+08  8.33256e+08  1.19837e+09  1.64351e+09  2.11765e+09  2.63481e+09  3.11696e+09  3.62912e+09  4.13927e+09  4.61742e+09  5.10457e+09   5.5327e+09  6.00785e+09  6.43498e+09  6.86411e+09  7.29624e+09  7.67436e+09  8.02647e+09  8.40058e+09  8.75669e+09  9.07779e+09  9.40789e+09  9.72599e+09  1.00501e+10  1.03122e+10  1.06293e+10  1.08963e+10  1.11434e+10  1.13985e+10  1.16326e+10  1.19037e+10  1.21467e+10  1.23888e+10  1.26249e+10   1.2855e+10    1.308e+10  1.32971e+10  1.34741e+10  1.36532e+10  1.38282e+10  1.40093e+10  1.41794e+10  1.43414e+10  1.44804e+10  1.46325e+10  1.47985e+10  1.49476e+10  1.50796e+10  1.53347e+10  1.55818e+10  1.58079e+10  1.60189e+10   1.6219e+10   1.6396e+10  1.65711e+10  1.67221e+10  1.68662e+10  1.69912e+10  1.71313e+10  1.72603e+10  1.73733e+10  1.74854e+10  1.75884e+10  1.77415e+10  1.78785e+10  1.80185e+10  1.81266e+10  1.82286e+10  1.83276e+10  1.84157e+10  1.84937e+10  1.85497e+10  1.86057e+10  1.86537e+10  1.86957e+10  1.87238e+10  1.87528e+10  1.87808e+10  1.88108e+10  1.88408e+10  1.88648e+10  1.88818e+10  1.89068e+10  1.89318e+10  1.89628e+10  1.89888e+10  1.90168e+10  1.90499e+10  1.90889e+10  1.91239e+10  1.91569e+10  1.91989e+10  1.92469e+10  1.93039e+10  1.93719e+10   1.9443e+10   1.9514e+10   1.9601e+10   1.9692e+10  1.98041e+10  1.99081e+10  2.00291e+10  2.01792e+10  2.03332e+10  2.04903e+10  2.06773e+10  2.09004e+10  2.11475e+10  2.14026e+10  2.16926e+10  2.20047e+10  2.23368e+10   2.2764e+10  2.31951e+10  2.36592e+10  2.41524e+10  2.47356e+10  2.53547e+10  2.68242e+10  2.85367e+10  3.06523e+10  3.31361e+10  3.59369e+10  3.91799e+10   4.2824e+10  4.65111e+10  5.00082e+10  5.33192e+10  5.64162e+10  5.95432e+10  6.27793e+10  6.62005e+10  6.94907e+10  7.21636e+10  7.45104e+10  7.66131e+10  7.86508e+10  8.09526e+10  8.30394e+10  8.46849e+10  8.58984e+10  8.68917e+10   1.0004e+11  1.27983e+11  1.38452e+11  1.46468e+11  1.56597e+11  1.60174e+11  1.64426e+11  1.70168e+11  1.80933e+11  1.98962e+11  2.17938e+11  2.34013e+11  2.44275e+11  2.50157e+11  2.53673e+11  2.56264e+11  2.59686e+11
    9.78028  5.42963e+09  2.86228e+11  2.22067e+08  9.89298e+08  2.43773e+09  3.59308e+09  4.73743e+09  5.78374e+09  6.84306e+09  7.83236e+09  8.85368e+09  9.79896e+09  1.07403e+10  1.17586e+10  1.27589e+10  1.37282e+10  1.47575e+10  1.56668e+10  1.66551e+10  1.75383e+10  1.84956e+10  1.93959e+10  2.02492e+10  2.11684e+10  2.20257e+10   2.2861e+10  2.37582e+10  2.45535e+10  2.53707e+10   2.6175e+10  2.70232e+10  2.77785e+10  2.85407e+10  2.93109e+10  3.00472e+10  3.07364e+10  3.14776e+10  3.22018e+10  3.29051e+10  3.35673e+10  3.42355e+10  3.48407e+10  3.54779e+10    3.608e+10  3.66322e+10  3.72154e+10  3.77796e+10  3.83928e+10  3.89169e+10  3.94521e+10  3.99712e+10  4.05064e+10  4.15437e+10   4.2541e+10  4.34683e+10  4.43436e+10  4.52049e+10  4.60331e+10  4.68164e+10  4.75566e+10  4.82648e+10  4.90131e+10  4.97053e+10  5.03645e+10  5.10127e+10  5.16559e+10  5.22991e+10  5.35845e+10   5.4939e+10  5.64825e+10  5.89963e+10  6.17063e+10  6.36559e+10  6.51424e+10  6.63529e+10  6.73712e+10  6.82495e+10  6.90368e+10   6.9731e+10  7.03892e+10  7.10114e+10  7.16187e+10  7.22209e+10  7.28781e+10  7.36043e+10  7.43646e+10  7.50959e+10  7.59562e+10  7.69375e+10  7.81329e+10  7.96035e+10  8.14111e+10  8.34198e+10  8.53885e+10  8.72461e+10  8.91798e+10  9.07864e+10  9.26762e+10  9.38907e+10   9.4751e+10  9.58264e+10  9.85903e+10  1.03053e+11  1.07791e+11  1.12584e+11  1.17242e+11  1.21834e+11  1.25979e+11  1.29941e+11  1.33566e+11  1.36791e+11  1.39606e+11  1.41742e+11  1.43351e+11   1.4462e+11  1.45751e+11  1.46701e+11  1.47539e+11  1.48396e+11  1.49246e+11  1.50044e+11  1.50908e+11  1.52714e+11  1.54725e+11  1.57098e+11   1.6001e+11  1.63612e+11  1.68838e+11  1.76925e+11  1.84683e+11  1.90121e+11  1.94135e+11  1.97556e+11  2.00489e+11  2.03139e+11  2.05553e+11  2.08004e+11  2.10542e+11  2.13452e+11   2.1679e+11  2.20977e+11  2.24779e+11  2.29053e+11  2.34657e+11  2.42716e+11  2.48848e+11   2.6322e+11  2.72605e+11  2.79405e+11  2.83587e+11   2.8532e+11  2.85919e+11  2.86127e+11  2.86191e+11  2.86212e+11  2.86219e+11  2.86224e+11  2.86227e+11  2.86228e+11  2.86228e+11  2.86228e+11  2.86228e+11  2.86228e+11
    19.5606  2.04341e+10  3.01233e+11  2.45074e+08  9.50285e+08  3.13394e+09  5.90877e+09  7.52025e+09   9.0147e+09  1.03211e+10  1.15055e+10  1.26498e+10  1.37681e+10  1.49155e+10  1.59218e+10  1.68851e+10  1.77993e+10  1.87206e+10  1.94769e+10  2.02811e+10  2.10963e+10  2.20316e+10  2.29539e+10  2.39482e+10  2.50055e+10  2.61819e+10  2.74163e+10  2.86937e+10  3.03672e+10  3.18577e+10  3.31781e+10  3.43774e+10  3.55118e+10  3.65021e+10  3.75274e+10  3.84147e+10   3.9236e+10  4.00072e+10  4.08124e+10  4.15747e+10  4.22909e+10  4.28971e+10  4.34833e+10  4.40585e+10  4.46356e+10  4.51698e+10   4.5711e+10  4.61781e+10  4.67043e+10  4.72054e+10  4.76546e+10  4.81067e+10  4.85589e+10  4.94441e+10  5.03484e+10  5.12197e+10    5.214e+10  5.31543e+10  5.41877e+10   5.5248e+10  5.63484e+10  5.75038e+10  5.88842e+10  6.06988e+10  6.25074e+10   6.4043e+10  6.54975e+10  6.68419e+10  6.93888e+10  7.12444e+10  7.25198e+10  7.37322e+10  7.48196e+10   7.5849e+10  7.72584e+10  7.91561e+10  8.23812e+10    8.471e+10  8.62796e+10   8.7379e+10  8.80752e+10  8.88695e+10   8.9922e+10  9.12665e+10  9.26631e+10  9.37266e+10  9.44629e+10   9.4915e+10  9.52412e+10  9.55143e+10  9.57653e+10  9.60214e+10  9.62295e+10  9.64386e+10  9.66206e+10  9.68197e+10  9.70158e+10  9.72108e+10  9.73809e+10  9.75399e+10   9.7734e+10  9.79561e+10  9.81972e+10  9.84953e+10  9.90244e+10   1.0069e+11  1.03029e+11  1.05483e+11  1.07919e+11  1.10557e+11  1.13795e+11  1.18339e+11  1.23175e+11  1.28153e+11  1.33061e+11  1.38403e+11  1.43495e+11   1.4834e+11   1.5248e+11  1.56535e+11  1.60613e+11  1.64544e+11  1.68404e+11  1.79604e+11  1.88475e+11  1.96095e+11  2.01792e+11  2.06065e+11  2.09559e+11  2.11811e+11  2.13953e+11  2.16882e+11  2.18894e+11  2.20496e+11  2.21776e+11  2.22959e+11  2.24274e+11  2.25924e+11  2.27848e+11  2.29905e+11  2.33084e+11  2.40331e+11  2.43387e+11  2.45544e+11  2.47342e+11  2.48911e+11  2.50227e+11  2.54418e+11  2.65284e+11  2.87336e+11  2.94018e+11  2.97667e+11  2.99665e+11  3.00627e+11  3.01013e+11  3.01154e+11  3.01198e+11  3.01221e+11  3.01228e+11   3.0123e+11  3.01231e+11  3.01233e+11  3.01233e+11  3.01233e+11
    29.3408  3.91567e+10  3.19955e+11  1.82056e+08   8.1725e+08  5.02652e+09  6.66602e+09  7.65432e+09  8.53759e+09  9.35485e+09  1.01741e+10  1.09623e+10  1.16896e+10  1.23958e+10   1.3048e+10  1.36482e+10  1.42003e+10  1.47905e+10  1.53047e+10  1.58439e+10   1.6344e+10  1.68192e+10  1.72823e+10  1.77354e+10  1.82066e+10  1.86917e+10  1.92629e+10  1.97951e+10  2.02112e+10  2.06853e+10  2.11125e+10  2.15166e+10  2.18917e+10  2.23649e+10   2.2803e+10  2.32451e+10  2.37063e+10  2.41114e+10  2.44745e+10  2.48336e+10  2.51577e+10  2.54588e+10  2.57309e+10   2.5978e+10  2.61951e+10  2.63671e+10  2.65352e+10  2.67042e+10  2.68573e+10  2.69733e+10  2.71263e+10  2.72564e+10  2.74064e+10  2.76715e+10  2.79006e+10  2.81517e+10  2.83797e+10  2.85948e+10  2.88079e+10  2.89979e+10   2.9191e+10  2.94191e+10  2.96201e+10  2.98262e+10  3.00512e+10  3.02493e+10  3.04154e+10  3.05844e+10  3.08845e+10  3.11586e+10  3.14317e+10  3.16938e+10  3.19608e+10  3.21879e+10   3.2405e+10   3.2615e+10  3.28031e+10  3.29792e+10  3.31282e+10  3.32812e+10  3.34263e+10  3.35693e+10  3.36714e+10  3.37864e+10  3.39034e+10  3.41785e+10  3.45357e+10  3.48878e+10  3.53069e+10  3.57151e+10  3.62263e+10  3.67955e+10  3.74307e+10   3.8285e+10  4.08368e+10  4.17351e+10  4.23444e+10  4.28005e+10  4.31697e+10  4.35338e+10  4.38959e+10  4.42831e+10  4.47742e+10  4.52124e+10  4.53424e+10  4.53815e+10  4.54085e+10  4.54305e+10  4.54565e+10  4.54765e+10  4.54875e+10  4.55025e+10  4.55175e+10  4.55265e+10  4.55315e+10  4.55375e+10  4.55515e+10  4.55635e+10  4.55685e+10  4.55695e+10  4.55795e+10  4.55905e+10  4.55935e+10  4.56045e+10  4.56175e+10  4.56375e+10  4.56565e+10  4.56856e+10  4.57216e+10  4.57646e+10  4.58246e+10  4.58886e+10  4.59766e+10  4.60987e+10  4.62607e+10  4.64338e+10  4.66778e+10  4.70109e+10  4.74861e+10  4.95767e+10   5.3713e+10  5.85314e+10  6.45262e+10  7.10812e+10  7.75311e+10  8.30858e+10  8.80733e+10   9.7197e+10   1.0006e+11  1.14367e+11    1.339e+11  1.59384e+11  1.69733e+11  1.96962e+11  2.18969e+11  2.24083e+11  2.25847e+11  2.26534e+11  2.28471e+11  2.38768e+11  2.66984e+11  3.02386e+11  3.15094e+11  3.17601e+11
    39.1211  5.91717e+10   3.3997e+11  3.19097e+08  1.93659e+09  7.27519e+09   9.2788e+09  1.07112e+10  1.20507e+10  1.33811e+10  1.46064e+10  1.57618e+10  1.68361e+10  1.78524e+10  1.87887e+10   1.9671e+10  2.06133e+10  2.14756e+10  2.23318e+10  2.31891e+10  2.39903e+10  2.47736e+10  2.55988e+10  2.64421e+10  2.72814e+10  2.81166e+10  2.89039e+10  2.97061e+10  3.04984e+10  3.12576e+10  3.20088e+10  3.27421e+10  3.33973e+10  3.40825e+10  3.47417e+10  3.53849e+10  3.60651e+10  3.66773e+10  3.73335e+10  3.79917e+10  3.87319e+10  3.94301e+10  4.00723e+10  4.07836e+10  4.14628e+10   4.2082e+10  4.27182e+10  4.32723e+10  4.38725e+10  4.45027e+10  4.51129e+10  4.56621e+10  4.61672e+10  4.71575e+10  4.81869e+10  4.91502e+10  5.00604e+10  5.08567e+10  5.15969e+10  5.21741e+10  5.27163e+10  5.31924e+10  5.35395e+10  5.38126e+10  5.40567e+10  5.43078e+10  5.45498e+10  5.47589e+10   5.5221e+10  5.56402e+10  5.60953e+10  5.66535e+10  5.73327e+10   5.8022e+10  5.88642e+10  5.96915e+10  6.07028e+10  6.18242e+10  6.29636e+10   6.4309e+10  6.58005e+10  6.77441e+10   7.0369e+10  7.46564e+10  7.72863e+10  8.02863e+10  8.37214e+10  8.87101e+10  9.28424e+10  9.65016e+10  1.00167e+11   1.0463e+11  1.12355e+11  1.25672e+11  1.32202e+11  1.37055e+11  1.40679e+11  1.43848e+11  1.46211e+11  1.48481e+11  1.51177e+11  1.55215e+11  1.61523e+11  1.65978e+11  1.69351e+11  1.71961e+11  1.74022e+11  1.75652e+11  1.77051e+11  1.78353e+11  1.79455e+11   1.8033e+11  1.80861e+11  1.81253e+11   1.8155e+11  1.81783e+11  1.81993e+11  1.82192e+11  1.82367e+11  1.82537e+11  1.82697e+11  1.82842e+11  1.82972e+11  1.83229e+11  1.83441e+11  1.83714e+11  1.83954e+11  1.84255e+11  1.84971e+11  1.86275e+11  1.89081e+11  1.93961e+11  1.96582e+11  1.98872e+11  2.00805e+11  2.02508e+11  2.04973e+11  2.10975e+11   2.2594e+11  2.42712e+11  2.52192e+11  2.57125e+11  2.63015e+11  2.65465e+11  2.67066e+11  2.68405e+11  2.69662e+11  2.71643e+11  2.72347e+11  2.73414e+11  2.75225e+11  2.85103e+11  2.91429e+11  2.99937e+11  3.01652e+11  3.02227e+11  3.02626e+11  3.03223e+11  3.05516e+11  3.14256e+11  3.35254e+11  3.38515e+11  3.39627e+11  3.39786e+11
    48.9014  8.01145e+10  3.60913e+11  8.14568e+08    5.793e+09  8.95012e+09  1.14066e+10  1.33036e+10  1.50228e+10  1.66898e+10  1.82629e+10  2.00633e+10  2.17645e+10  2.32027e+10  2.44362e+10  2.55093e+10  2.65283e+10  2.75169e+10  2.85054e+10  2.94712e+10  3.03612e+10  3.11876e+10  3.20101e+10  3.28696e+10  3.37139e+10  3.45896e+10   3.5473e+10  3.63804e+10   3.7326e+10  3.82534e+10    3.915e+10  4.01848e+10  4.11956e+10  4.21554e+10   4.3053e+10  4.39126e+10  4.48022e+10  4.57541e+10   4.6582e+10  4.73891e+10  4.82396e+10  4.91363e+10  5.00083e+10   5.0831e+10  5.17089e+10  5.25927e+10  5.35327e+10  5.44138e+10  5.52358e+10  5.60689e+10  5.68459e+10  5.76798e+10  5.84007e+10  5.98948e+10  6.15518e+10  6.34026e+10  6.52709e+10  6.85983e+10    7.067e+10  7.22707e+10  7.36165e+10  7.48633e+10  7.59732e+10  7.70463e+10  7.81035e+10  7.91136e+10  8.01335e+10  8.11455e+10  8.29383e+10  8.47977e+10  8.69849e+10  9.04098e+10  9.46992e+10  1.01573e+11  1.16608e+11  1.29607e+11  1.36822e+11  1.41846e+11  1.45945e+11  1.48918e+11  1.51472e+11  1.54832e+11   1.5891e+11  1.62868e+11  1.72288e+11  1.77036e+11  1.80754e+11  1.84191e+11  1.86864e+11  1.89059e+11  1.90414e+11  1.91598e+11  1.92784e+11  1.93585e+11  1.94217e+11  1.94771e+11   1.9515e+11  1.95378e+11  1.95562e+11  1.95691e+11  1.95829e+11  1.95954e+11   1.9607e+11  1.96199e+11  1.96314e+11  1.96418e+11  1.96526e+11  1.96622e+11  1.96711e+11  1.96797e+11  1.96881e+11  1.96994e+11  1.97139e+11  1.97445e+11  1.97908e+11  1.98448e+11  1.99047e+11  1.99762e+11  2.00766e+11  2.02667e+11  2.05464e+11  2.09541e+11  2.16395e+11   2.4574e+11  2.55915e+11  2.62293e+11  2.66179e+11  2.68062e+11   2.6927e+11  2.70108e+11  2.70917e+11   2.7168e+11  2.72393e+11  2.73241e+11  2.74471e+11  2.78248e+11  2.80245e+11  2.85255e+11  2.86808e+11  2.87699e+11   2.8851e+11  2.89085e+11  2.89682e+11  2.90328e+11  2.91052e+11  2.92032e+11  2.93924e+11  3.05544e+11  3.08023e+11  3.12024e+11  3.20096e+11  3.21409e+11  3.21926e+11  3.22123e+11  3.22779e+11  3.24301e+11  3.29198e+11  3.53181e+11  3.58174e+11  3.59852e+11  3.60678e+11  3.60782e+11  3.60839e+11  3.60871e+11
    58.6817  1.00147e+11  3.80946e+11  7.90471e+08  4.98006e+09  9.95696e+09  1.36307e+10  1.64649e+10   1.8935e+10  2.13987e+10  2.36521e+10    2.578e+10  2.77293e+10  2.95407e+10  3.12578e+10  3.30234e+10  3.47712e+10  3.65687e+10  3.81965e+10  3.98505e+10  4.16054e+10  4.37047e+10   4.5534e+10  4.72052e+10  4.90147e+10  5.07199e+10  5.23138e+10  5.38864e+10  5.54369e+10  5.70958e+10  5.88333e+10  6.07041e+10  6.27195e+10  6.49768e+10  6.77675e+10  7.20359e+10  7.81228e+10  8.26188e+10  8.61292e+10  8.96597e+10  9.44208e+10  9.84848e+10  1.01512e+11   1.0472e+11  1.07588e+11  1.10534e+11  1.13987e+11  1.17535e+11  1.20185e+11  1.22491e+11  1.24514e+11  1.26272e+11  1.27895e+11  1.31009e+11  1.33755e+11  1.36158e+11  1.38414e+11  1.40508e+11  1.42562e+11  1.44526e+11  1.46423e+11  1.48151e+11  1.49979e+11  1.51827e+11  1.53933e+11   1.5594e+11  1.57699e+11   1.5968e+11  1.63839e+11  1.70218e+11  1.78454e+11   1.9126e+11  2.08794e+11  2.22614e+11  2.34252e+11    2.406e+11   2.4473e+11  2.48271e+11  2.51642e+11  2.54553e+11  2.57245e+11  2.58863e+11  2.60161e+11  2.61345e+11  2.62347e+11  2.63225e+11  2.63935e+11  2.64687e+11   2.6542e+11  2.66185e+11  2.66855e+11  2.67514e+11  2.68267e+11  2.69009e+11  2.69585e+11  2.69998e+11  2.70363e+11  2.70696e+11  2.71026e+11  2.71384e+11  2.71887e+11  2.72783e+11  2.74031e+11  2.75488e+11  2.77788e+11  2.81247e+11  2.82932e+11   2.8439e+11  2.85546e+11  2.86379e+11  2.86867e+11   2.8721e+11  2.87517e+11  2.87809e+11  2.88153e+11  2.88473e+11  2.88798e+11  2.89181e+11   2.8956e+11   2.8994e+11  2.90351e+11  2.90835e+11   2.9144e+11  2.94763e+11  2.97201e+11  2.99345e+11  3.05387e+11  3.10424e+11  3.17539e+11  3.21389e+11  3.23058e+11  3.23983e+11   3.2493e+11   3.2554e+11  3.26003e+11  3.26423e+11  3.26816e+11  3.27246e+11  3.27834e+11  3.28653e+11  3.29819e+11  3.35641e+11  3.37836e+11  3.38813e+11  3.39485e+11  3.39938e+11   3.4021e+11  3.40717e+11  3.40948e+11  3.41519e+11  3.42515e+11  3.45014e+11  3.62197e+11  3.76228e+11  3.78818e+11   3.7997e+11  3.80639e+11  3.80821e+11  3.80865e+11  3.80893e+11  3.80918e+11   3.8093e+11  3.80937e+11  3.80943e+11
     68.462   1.2391e+11  4.04708e+11  1.30128e+09  9.55991e+09  1.44658e+10  1.76187e+10  2.05203e+10  2.29549e+10  2.51415e+10  2.70251e+10  2.89022e+10   3.0848e+10  3.26139e+10  3.43138e+10  3.61176e+10  3.80603e+10  3.99334e+10  4.17262e+10  4.36069e+10  4.53898e+10  4.71429e+10   4.9237e+10  5.10035e+10  5.27373e+10  5.44685e+10  5.62314e+10  5.79195e+10  5.97314e+10  6.16668e+10  6.37119e+10  6.63367e+10  6.98154e+10  7.32048e+10  7.61487e+10  7.89769e+10  8.24305e+10  8.58992e+10  9.20965e+10   9.6303e+10  9.90251e+10  1.01238e+11  1.03299e+11  1.05168e+11  1.06892e+11  1.08573e+11  1.10294e+11  1.12007e+11   1.1372e+11  1.15501e+11  1.17422e+11  1.19371e+11  1.21454e+11  1.26292e+11   1.3585e+11  1.40026e+11  1.43381e+11  1.46225e+11  1.48833e+11  1.51253e+11  1.53471e+11  1.55456e+11  1.57151e+11  1.58743e+11  1.60255e+11  1.62004e+11  1.63895e+11  1.65571e+11  1.68857e+11  1.72025e+11  1.74926e+11  1.77667e+11   1.8097e+11  1.86111e+11  1.91197e+11  2.01085e+11  2.14294e+11  2.29958e+11  2.43991e+11  2.62969e+11  2.76575e+11  2.85705e+11  2.92506e+11  2.96962e+11  3.00113e+11  3.02213e+11  3.03758e+11  3.05226e+11  3.06497e+11  3.07606e+11  3.08907e+11  3.10425e+11  3.13124e+11  3.17857e+11  3.21444e+11  3.24282e+11  3.26324e+11  3.29459e+11    3.316e+11  3.32872e+11  3.33885e+11  3.34746e+11  3.35493e+11  3.36156e+11  3.36791e+11  3.37444e+11   3.3814e+11  3.38945e+11  3.40206e+11  3.43888e+11  3.45113e+11  3.45808e+11  3.46415e+11  3.46924e+11  3.47312e+11   3.4763e+11  3.47926e+11   3.4823e+11  3.48519e+11  3.48754e+11  3.48998e+11  3.49287e+11  3.49596e+11  3.50339e+11  3.51302e+11  3.53545e+11  3.59583e+11  3.61011e+11  3.61858e+11  3.62495e+11  3.62867e+11  3.63091e+11  3.63258e+11  3.63386e+11  3.63512e+11  3.63609e+11  3.63721e+11  3.63833e+11  3.63992e+11  3.64166e+11  3.64404e+11  3.64646e+11  3.64893e+11  3.65134e+11  3.65466e+11  3.65942e+11  3.66859e+11  3.74168e+11  3.96797e+11  4.01763e+11  4.03122e+11  4.03884e+11  4.04407e+11  4.04592e+11  4.04627e+11  4.04654e+11  4.04675e+11  4.04685e+11  4.04693e+11    4.047e+11  4.04706e+11  4.04707e+11  4.04707e+11  4.04707e+11
    78.2422  1.53306e+11  4.34104e+11  2.44179e+09  1.45452e+10  2.14889e+10  2.61053e+10  2.99146e+10  3.35496e+10  3.69289e+10  4.02136e+10  4.35375e+10  4.67945e+10   5.0253e+10  5.41145e+10  5.84587e+10  6.42542e+10  7.65998e+10  8.93149e+10   9.6328e+10  1.01458e+11  1.05972e+11  1.10289e+11  1.14373e+11  1.18468e+11  1.22872e+11   1.2803e+11  1.31958e+11  1.35914e+11  1.39999e+11  1.44973e+11  1.49178e+11  1.52352e+11  1.55044e+11  1.57537e+11  1.59893e+11  1.62267e+11  1.64714e+11  1.66835e+11  1.69064e+11  1.71094e+11  1.73007e+11  1.74777e+11  1.76522e+11  1.78381e+11  1.80082e+11  1.81912e+11  1.83745e+11  1.85343e+11  1.86899e+11  1.88367e+11  1.90011e+11  1.91728e+11  1.95246e+11  1.99963e+11  2.05119e+11  2.09473e+11  2.14915e+11  2.21409e+11  2.25616e+11   2.2892e+11  2.32022e+11  2.35311e+11    2.387e+11  2.41853e+11   2.4458e+11  2.47237e+11  2.49956e+11  2.56792e+11  2.65127e+11  2.80115e+11    2.921e+11  3.02944e+11  3.10639e+11   3.1612e+11   3.2046e+11  3.23766e+11  3.27624e+11  3.33379e+11  3.39482e+11  3.44496e+11  3.48406e+11  3.50775e+11  3.52936e+11  3.54745e+11  3.56773e+11  3.60734e+11  3.62554e+11  3.63531e+11  3.64169e+11  3.64652e+11  3.65063e+11  3.65434e+11  3.65755e+11  3.66082e+11  3.66376e+11  3.66663e+11  3.66947e+11  3.67223e+11  3.67477e+11   3.6771e+11  3.67918e+11  3.68141e+11  3.68394e+11  3.68751e+11  3.69159e+11  3.69677e+11  3.70481e+11  3.73712e+11  3.75369e+11  3.75966e+11   3.7646e+11  3.76869e+11  3.77253e+11  3.77614e+11  3.77931e+11  3.78302e+11  3.78684e+11  3.79138e+11  3.79686e+11  3.80395e+11  3.81513e+11  3.83591e+11  3.88575e+11  3.89834e+11  3.90599e+11  3.91101e+11  3.91447e+11  3.91663e+11   3.9184e+11  3.92022e+11  3.92166e+11  3.92339e+11  3.92518e+11  3.92738e+11  3.92941e+11  3.93122e+11  3.93332e+11  3.93656e+11   3.9405e+11  3.94594e+11  3.95688e+11   3.9723e+11  3.99836e+11  4.05726e+11  4.20163e+11  4.24607e+11  4.29859e+11   4.3232e+11  4.32977e+11  4.33481e+11  4.33855e+11  4.34004e+11  4.34043e+11  4.34062e+11  4.34078e+11  4.34083e+11  4.34092e+11  4.34097e+11  4.34102e+11  4.34103e+11  4.34103e+11  4.34103e+11  4.34103e+11
